layer,num_samples,auroc,avg_score
12,330,0.4635049749437142,0.14163364949865465
13,330,0.3820902026290944,0.1981659997670883
14,330,0.3629166969278815,0.19717021863678272
15,330,0.353329944077275,0.18830217887633338
16,330,0.3934926283680732,0.19107468302227612
17,330,0.3700341346503014,0.19697855854817933
18,330,0.353329944077275,0.14748093178901456
19,330,0.34468734112862237,0.1836368738289986
20,330,0.3758442878930932,0.21147294425499047
